Geo Point;Name;Name (en);Name (fr);IATA code;ICAO code;Wikipedia id;Wikidata id;Website;Phone;Operator;Description;Edit in OSM;Source;other_tags;Country;Country code
49.8105816, 23.9578154;Міжнародний аеропорт «Львів» ім. Данила Галицького;Lviv Danylo Halytskyi International Airport;;LWO;UKLL;uk:Міжнародний аеропорт «Львів» імені Данила Галицького;Q282909;;;;;https://www.openstreetmap.org/edit?node=644567509;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""326"", ""name:be"": ""\u041c\u0456\u0436\u043d\u0430\u0440\u043e\u0434\u043d\u044b \u0430\u044d\u0440\u0430\u043f\u043e\u0440\u0442 \""\u041b\u044c\u0432\u0456\u0432\"" \u0456\u043c\u044f \u0414\u0430\u043d\u0456\u043b\u0430 \u0413\u0430\u043b\u0456\u0446\u043a\u0430\u0433\u0430"", ""name:de"": ""Internationaler Danylo-Halitskyi-Flughafen Lemberg"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u00ab\u041b\u044c\u0432\u043e\u0432\u00bb \u0438\u043c. \u0414\u0430\u043d\u0438\u0438\u043b\u0430 \u0413\u0430\u043b\u0438\u0446\u043a\u043e\u0433\u043e"", ""name:uk"": ""\u041c\u0456\u0436\u043d\u0430\u0440\u043e\u0434\u043d\u0438\u0439 \u0430\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u00ab\u041b\u044c\u0432\u0456\u0432\u00bb \u0456\u043c. \u0414\u0430\u043d\u0438\u043b\u0430 \u0413\u0430\u043b\u0438\u0446\u044c\u043a\u043e\u0433\u043e"", ""name:zh"": ""\u5229\u6c83\u592b\u57fa\u5229\u8328\u57fa\u56fd\u9645\u673a\u573a""}";Ukraine;UA
52.1089165, 23.8919835;Аэрапорт Брэст;Brest Airport;;BQT;UMBB;be:Брэст (аэрапорт);Q27048;;;;;https://www.openstreetmap.org/edit?node=644957299;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""name:be"": ""\u0410\u044d\u0440\u0430\u043f\u043e\u0440\u0442 \u0411\u0440\u044d\u0441\u0442"", ""name:de"": ""Flughafen Brest"", ""name:lt"": ""Bresto oro uostas"", ""name:lv"": ""Brestas lidosta"", ""name:pl"": ""Port lotniczy Brze\u015b\u0107"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0411\u0440\u0435\u0441\u0442"", ""name:uk"": ""\u0410\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u0411\u0440\u0435\u0441\u0442"", ""start_date"": ""1986""}";Belarus;BY
40.0262182, 124.2817412;丹东浪头机场;Dandong Langtou Airport;;DDG;ZYDD;en:Dandong Langtou Airport;Q1708821;;;;;https://www.openstreetmap.org/edit?node=654464171;;"{""addr:city"": ""\u4e39\u4e1c\u5e02"", ""addr:district"": ""\u6c64\u6c60\u9547"", ""addr:postcode"": ""118303"", ""addr:province"": ""\u8fbd\u5b81\u7701"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""9.1"", ""old_name:en"": ""Antung Airfield""}";China;CN
35.1770627, -3.8410855;Cherif El Idrissi مطار الحسيمة الشريف الإدريسي;Cherif Al Idrissi Airport;Aéroport Al Hoceima - Cherif-Al-Idrissi;AHU;GMTA;ar:مطار الحسيمة الشريف الإدريسي;Q1370928;;;;;https://www.openstreetmap.org/edit?node=655761328;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""29"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0627\u0644\u062d\u0633\u064a\u0645\u0629 \u0627\u0644\u0634\u0631\u064a\u0641 \u0627\u0644\u0625\u062f\u0631\u064a\u0633\u064a"", ""name:ca"": ""Aeroport de Cherif Al Idrissi"", ""name:de"": ""Flughafen Al Hoceima"", ""name:es"": ""Aeropuerto Cherif Al Idrissi"", ""name:id"": ""Bandar Udara Cherif Al Idrissi"", ""name:it"": ""Aeroporto di al-Hoseyma-Cherif Al Idrissi"", ""name:lt"": ""\u0160erifo al Idrisio tarptautinis oro uostas"", ""name:ms"": ""Lapangan Terbang Cherif El Idrissi"", ""name:nl"": ""Cherif Al Idrissi Airport"", ""name:pl"": ""Port lotniczy Al-Husajma"", ""name:sv"": ""Cherif Al Idrissi Airport"", ""name:tg"": ""\u0424\u0443\u0440\u0443\u0434\u0433\u043e\u04b3\u0438 \u0447\u0440\u0438\u0444 \u0438\u043b \u043e\u0438\u0434\u0440\u0438\u0441\u0438"", ""name:vi"": ""S\u00e2n bay Cherif Al Idrissi""}";Morocco;MA
57.0858829, 9.8682812;Aalborg Lufthavn;Aalborg Airport;Aéroport d'Aalborg;AAL;EKYT;da:Aalborg Lufthavn;Q478620;https://www.aal.dk/;;Aalborg Lufthavn a.m.b.a.;;https://www.openstreetmap.org/edit?node=665995354;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""city_served"": ""Aalborg"", ""ele"": ""3"", ""fvst:name"": ""Aalborg Lufthavn Andelsselskab Med Begr\u00e6nset Ansvar"", ""fvst:navnelbnr"": ""572157"", ""name:da"": ""Aalborg Lufthavn"", ""name:de"": ""Flughafen Aalborg"", ""name:es"": ""Aeropuerto de Aalborg"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0622\u0644\u0628\u0648\u0631\u06af"", ""name:fi"": ""Aalborgin lentoasema"", ""name:hu"": ""Aalborgi rep\u00fcl\u0151t\u00e9r"", ""name:id"": ""Bandar Udara Aalborg"", ""name:it"": ""Aeroporto di Aalborg"", ""name:ja"": ""\u30aa\u30fc\u30eb\u30dc\u30fc\u7a7a\u6e2f"", ""name:lt"": ""Olborgo oro uostas"", ""name:ms"": ""Lapangan Terbang Aalborg"", ""name:nl"": ""Luchthaven Aalborg"", ""name:no"": ""Aalborg lufthavn"", ""name:pl"": ""Port lotniczy Aalborg"", ""name:sv"": ""\u00c5lborgs flygplats"", ""name:tg"": ""\u0424\u0443\u0440\u0443\u0434\u0433\u043e\u04b3\u0438 \u043e\u043b\u0431\u0443\u0440\u0433"", ""name:vi"": ""S\u00e2n bay Aalborg"", ""ref:DK:cvr"": ""20121483"", ""ref:DK:cvr:pnummer"": ""1004141924""}";Denmark;DK
2.0141572, 45.3040571;Garoonka Caalamiga Ee Aadan Cadde مطار آدم عدي الدولي;Mogadishu Aden Adde International Airport;Aéroport international de Mogadiscio Aden Adde;MGQ;HCMM;so:Gegada Diyaaradaha ee Aadan Cadde;Q1119032;https://mogadishuairport.com;;;;https://www.openstreetmap.org/edit?node=673848799;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name:en"": ""Aadan Cade International airport"", ""closest_town"": ""Mogadishu"", ""ele"": ""9"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0622\u062f\u0645 \u0639\u062f\u064a \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:so"": ""Garoonka diyaaradaha caalamiga ee Aadan Cade"", ""old_name"": ""Mogadishu International Airport"", ""ref"": ""MGQ""}";Somalia;SO
-3.4424102, -79.9974278;Aeropuerto Internacional de Santa Rosa Coronel de Artillería Víctor Larrea;Santa Rosa International Airport;;ETR;SERO;es:Aeropuerto Internacional de Santa Rosa;Q5481673;;;;;https://www.openstreetmap.org/edit?node=684467926;ourairports.com;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Coronel Artilleria Victor Larrea Airport""}";Ecuador;EC
63.0050973, 27.7973643;Kuopion lentoasema;Kuopio Airport;;KUO;EFKU;fi:Kuopion lentoasema;Q973283;https://www.finavia.fi/lentoasemat/lentoasema_kuopio;;Finavia;;https://www.openstreetmap.org/edit?node=687779823;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public/military"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Rissalan lentokentt\u00e4"", ""ele"": ""98"", ""name:fi"": ""Kuopion lentoasema"", ""ref"": ""KUO""}";Finland;FI
-0.7142075, 8.7532859;Aéroport international de Port-Gentil;Port-Gentil International Airport;Aéroport international de Port-Gentil;POG;FOOG;fr:Aéroport international de Port-Gentil;Q1807680;;;;;https://www.openstreetmap.org/edit?node=690564854;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""4"", ""official_name"": ""A\u00e9roport International Ali Bongo Ondimba - Port-Gentil""}";Gabon;GA
31.9892677, 44.404913;مطار النجف الدولي;Al Najaf International Airport;Aéroport international de Nadjaf;NJF;ORNI;ar:مطار النجف الدولي;Q3499545;;;;;https://www.openstreetmap.org/edit?node=707043682;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""\u0645\u0637\u0627\u0631 \u0627\u0644\u0646\u062c\u0641; \u0645\u0637\u0627\u0631 \u0627\u0644\u0646\u062c\u0641 \u0627\u0644\u0623\u0634\u0631\u0641 \u0627\u0644\u062f\u0648\u0644\u064a"", ""alt_name:en"": ""Najaf International Airport; Al Najaf Al Ashraf International Airport"", ""alt_name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0646\u062c\u0641; \u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0646\u062c\u0641 \u0627\u0634\u0631\u0641"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0627\u0644\u0646\u062c\u0641 \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:es"": ""Aeropuerto Internacional de Nayaf"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0628\u06cc\u0646\u200c\u0627\u0644\u0645\u0644\u0644\u06cc \u0646\u062c\u0641"", ""name:ja"": ""\u30ca\u30b8\u30e3\u30d5\u56fd\u969b\u7a7a\u6e2f"", ""name:ko"": ""\uc54c \ub098\uc790\ud504 \uad6d\uc81c\uacf5\ud56d"", ""name:pl"": ""Port lotniczy Nad\u017caf"", ""name:sv"": ""Al Najaf flygplats"", ""name:tr"": ""Necef Havaliman\u0131"", ""name:vi"": ""S\u00e2n bay qu\u1ed1c t\u1ebf Al Najaf""}";Iraq;IQ
18.5029469, -77.9119618;Sangster International Airport;Sangster International Airport;;MBJ;MKJS;en:Sangster International Airport;Q174140;https://www.mbjairport.com/;;MBJ Airports Ltd.;Jamaica's largest and busiest airport;https://www.openstreetmap.org/edit?node=714511098;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Montego Bay"", ""closest_town"": ""Montego Bay"", ""ele"": ""1"", ""official_name"": ""Sir Donald Sangster International Airport"", ""old_name"": ""Montego Bay Airport"", ""type"": ""public""}";Jamaica;JM
22.4883524, -79.9447936;Aeropuerto Internacional Abel Santamaría;Abel Santamaría International Airport;;SNU;MUSC;en:Abel Santamaría Airport;Q3496664;;;ECASA;;https://www.openstreetmap.org/edit?node=743419505;www.flightaware.com;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Abel Santamar\u00eda Airport"", ""city_served"": ""Santa Clara;Cayo Santa Mar\u00eda"", ""ele"": ""103"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""yes"", ""internet_access:ssid"": ""WIFI_ETECSA"", ""name:es"": ""Aeropuerto Internacional Abel Santamar\u00eda"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0410\u0431\u0435\u043b\u044c-\u0421\u0430\u043d\u0442\u0430\u043c\u0430\u0440\u0438\u044f (\u0421\u0430\u043d\u0442\u0430-\u041a\u043b\u0430\u0440\u0430)"", ""operator:type"": ""government""}";Cuba;CU
-4.6741702, 55.5205602;Aéroport International de Seychelles - Pointe Larue;Seychelles International Airport;;SEZ;FSIA;en:Seychelles International Airport;Q1432843;https://www.scaa.sc/;;Seychelles Civil Aviation Authority;;https://www.openstreetmap.org/edit?node=746817305;Gagravarr_Airports,en:wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""3"", ""is_in"": ""Victoria,Mahe I,Seychelles"", ""passengers"": ""726524""}";Seychelles;SC
1.9844609, -157.3498335;Cassidy International Airport;Cassidy International Airport;;CXI;PLCH;en:Cassidy International Airport;Q1431055;;;government;;https://www.openstreetmap.org/edit?node=747921331;ourairports.com;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""ele"": ""2"", ""name:zh"": ""\u5361\u897f\u8fea\u56fd\u9645\u673a\u573a""}";;
12.479526, 4.3696699;Sir Ahmadu Bello International Airport;;;;DNBK;;Q18387412;;;;;https://www.openstreetmap.org/edit?node=771842984;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome""}";Nigeria;NG
44.4625374, 18.7237692;Međunarodni aerodrom Tuzla;Tuzla International Airport;;TZL;LQTZ;;Q1433133;;;JP Međunarodni Aerodrom Tuzla d.o.o.;;https://www.openstreetmap.org/edit?node=772008950;;"{""addr:city"": ""\u017divinice"", ""addr:housenumber"": ""bb"", ""addr:postcode"": ""75270"", ""addr:street"": ""Dubrave Gornje"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""ele"": ""233"", ""internet_access"": ""yes"", ""internet_access:fee"": ""yes"", ""name:bs"": ""Me\u0111unarodni aerodrom Tuzla"", ""name:hr"": ""Me\u0111unarodna zra\u010dna luka Tuzla"", ""name:sr"": ""\u041c\u0435\u0452\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u0438 \u0430\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u0422\u0443\u0437\u043b\u0430"", ""operator:type"": ""public/government""}";Bosnia and Herz.;BA
8.4395918, 4.4933734;Ilorin International Airport;Ilorin International Airport;;ILR;DNIL;;Q3086140;;;;;https://www.openstreetmap.org/edit?node=772032575;ourairports.com;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""is_in:country"": ""Nigeria""}";Nigeria;NG
-31.4390185, -57.9865285;"Aeropuerto Internacional de Salto ""Nueva Hespérides""";Nueva Hesperides International Airport;;STY;SUSO;en:Nueva Hesperides International Airport;Q9074;;;;;https://www.openstreetmap.org/edit?node=795206584;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome""}";Uruguay;UY
40.5199688, 22.9690156;"Διεθνής Κρατικός Αερολιμένας Θεσσαλονίκης ""Μακεδονία""";"Thessaloniki International Airport ""Macedonia""";"L'aéroport international de Thessalonique ""Makédonia""";SKG;LGTS;el:Κρατικός Αερολιμένας Θεσσαλονίκης «Μακεδονία»;Q127958;https://www.skg-airport.gr;2310985000;;;https://www.openstreetmap.org/edit?node=944528454;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""military/public"", ""aeroway"": ""aerodrome"", ""city_served"": ""Thessaloniki"", ""ele"": ""7"", ""name:de"": ""Flughafen Thessaloniki"", ""name:el"": ""\u0394\u03b9\u03b5\u03b8\u03bd\u03ae\u03c2 \u039a\u03c1\u03b1\u03c4\u03b9\u03ba\u03cc\u03c2 \u0391\u03b5\u03c1\u03bf\u03bb\u03b9\u03bc\u03ad\u03bd\u03b1\u03c2 \u0398\u03b5\u03c3\u03c3\u03b1\u03bb\u03bf\u03bd\u03af\u03ba\u03b7\u03c2 \""\u039c\u03b1\u03ba\u03b5\u03b4\u03bf\u03bd\u03af\u03b1\"""", ""name:es"": ""Aeropuerto Internacional de Sal\u00f3nica \""Macedonia\"""", ""name:it"": ""L'aeroporto di Salonicco \""Macedonia\"""", ""name:mk"": ""\u041c\u0435\u0453\u0443\u043d\u0430\u0440\u043e\u0434\u0435\u043d \u0430\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u0421\u043e\u043b\u0443\u043d"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u00ab\u041c\u0430\u043a\u0435\u0434\u043e\u043d\u0438\u044f\u00bb"", ""owner"": ""Greek Government""}";Greece;GR
45.4686868, -73.7464826;Aéroport international Montréal-Trudeau;Montréal–Trudeau International Airport;Aéroport international Montréal-Trudeau;YUL;CYUL;fr:Aéroport international Pierre-Elliott-Trudeau de Montréal;Q736627;;;Aéroports de Montréal;;https://www.openstreetmap.org/edit?node=945479715;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name"": ""A\u00e9roport de Montr\u00e9al"", ""alt_name:ar"": ""\u0645\u0637\u0627\u0631 \u0645\u0648\u0646\u062a\u0631\u064a\u0627\u0644"", ""alt_name:de"": ""Flughafen Montreal"", ""alt_name:en"": ""Montr\u00e9al Airport"", ""alt_name:es"": ""Aeropuerto de Montreal"", ""ele"": ""36"", ""internet_access"": ""wlan"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0645\u0648\u0646\u062a\u0631\u064a\u0627\u0644 \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:de"": ""Flughafen Montreal-Trudeau"", ""name:es"": ""Aeropuerto Internacional Pierre Elliott Trudeau"", ""name:fa"": ""\u0641\u0631\u0648\u062f\u06af\u0627\u0647 \u0628\u06cc\u0646\u200c\u0627\u0644\u0645\u0644\u0644\u06cc \u0645\u0648\u0646\u062a\u0631\u0622\u0644-\u067e\u06cc\u06cc\u0631 \u0627\u0644\u06cc\u0648\u062a \u062a\u0631\u0648\u062f\u0648"", ""name:fi"": ""Montreal-Trudeaun kansainv\u00e4linen lentoasema"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0438\u043c\u0435\u043d\u0438 \u041f\u044c\u0435\u0440\u0430 \u042d\u043b\u043b\u0438\u043e\u0442\u0430 \u0422\u0440\u044e\u0434\u043e"", ""name:uk"": ""\u041c\u0456\u0436\u043d\u0430\u0440\u043e\u0434\u043d\u0438\u0439 \u0430\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u0456\u043c\u0435\u043d\u0456 \u041f'\u0454\u0440\u0430 \u0415\u043b\u0456\u043e\u0442\u0430 \u0422\u0440\u044e\u0434\u043e""}";Canada;CA
-4.1905233, -69.9415846;Aeropuerto Internacional Alfredo Vásquez Cobo;;;LET;SKLT;es:Aeropuerto Internacional Alfredo Vásquez Cobo;Q432334;;;Aerocivil;;https://www.openstreetmap.org/edit?node=1029167497;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""barrier"": ""fence"", ""closest_town"": ""Leticia"", ""ele"": ""84"", ""fence_type"": ""wire"", ""operator:type"": ""public/government"", ""wheelchair"": ""yes""}";Brazil;BR
55.8705835, -4.4351667;Glasgow Airport;Glasgow Airport;;GLA;EGPF;en:Glasgow Airport;Q8721;;+44 141 887 1111;Glasgow Airport Limited;;https://www.openstreetmap.org/edit?node=1100796130;CAA AIP;"{""addr:city"": ""Paisley"", ""addr:postcode"": ""PA3 2SW"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""ifr"": ""yes"", ""name:gd"": ""Port-adhair Ghlaschu"", ""ref"": ""GLA""}";United Kingdom;GB
63.0520382, 21.7585992;Vaasan lentoasema;Vaasa Airport;;VAA;EFVA;en:Vaasa Airport;Q1322467;;;Finavia;;https://www.openstreetmap.org/edit?node=1101715107;wikipedia;"{""addr:city"": ""Vaasa"", ""addr:housenumber"": ""159"", ""addr:postcode"": ""65380"", ""addr:street"": ""Lentokent\u00e4ntie"", ""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Vaasa"", ""ele"": ""6"", ""name:fi"": ""Vaasan lentoasema"", ""name:sv"": ""Vasa flygplats"", ""type"": ""public""}";Finland;FI
32.2917179, -106.9242584;Las Cruces International Airport;Las Cruces International Airport;;LRU;KLRU;en:Las Cruces International Airport;Q6492168;;;City of Las Cruces;;https://www.openstreetmap.org/edit?node=1108313564;;"{""addr:state"": ""NM"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""1357"", ""gnis:county_name"": ""Dona Ana"", ""gnis:created"": ""09/01/1991"", ""gnis:feature_id"": ""936972"", ""gnis:feature_type"": ""Airport"", ""name:es"": ""Aeropuerto Internacional de Las Cruces"", ""name:ur"": ""\u0644\u0627\u0633 \u06a9\u0631\u0648\u0633\u0633 \u0627\u0646\u0679\u0631\u0646\u06cc\u0634\u0646\u0644 \u06c1\u0648\u0627\u0626\u06cc \u0627\u0688\u0627"", ""operator:es"": ""Ciudad de Las Cruces"", ""operator:type"": ""public"", ""source_ref"": ""geonames.usgs.gov""}";United States of America;US
0.044802, 32.4429895;Entebbe International Airport;Entebbe International Airport;;EBB;HUEN;fr:Aéroport international d'Entebbe;Q586065;https://www.entebbe-airport.com/;;Civil Aviation Authority of Uganda;;https://www.openstreetmap.org/edit?node=26608719;;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Entebbe"", ""ele"": ""1153"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no""}";Uganda;UG
8.7206583, 167.7315599;Bucholz Army Airfield;;;KWA;PKWA;en:Bucholz Army Airfield;Q3886454;;;United States Army;;https://www.openstreetmap.org/edit?node=368378996;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Kwajalein"", ""ele"": ""4"", ""faa"": ""KWA"", ""gnis:county_name"": ""Kwajalein"", ""gnis:created"": ""08/01/1994"", ""gnis:feature_id"": ""1396125"", ""gnis:feature_type"": ""Airport"", ""landuse"": ""military"", ""military"": ""airfield""}";;
29.1755976, -82.2245368;Ocala International Airport;Ocala International Airport;;OCF;KOCF;en:Ocala International Airport;Q2902311;http://www.ocalaairport.com;;;;https://www.openstreetmap.org/edit?node=369139129;wikipedia;"{""addr:state"": ""FL"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Jim Taylor Field"", ""ele"": ""25"", ""gnis:county_name"": ""Marion"", ""gnis:created"": ""01/01/1992"", ""gnis:feature_id"": ""304881"", ""gnis:feature_type"": ""Airport"", ""owner"": ""City of Ocala"", ""type"": ""public""}";United States of America;US
35.9593049, -89.9499611;Arkansas International Airport;;;BYH;KBYH;en:Arkansas International Airport;Q4387053;;;;;https://www.openstreetmap.org/edit?node=1042045621;ourairports.com;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome""}";United States of America;US
49.1925124, -123.179234;Vancouver International Airport;Vancouver International Airport;;YVR;CYVR;;Q321224;https://www.yvr.ca/en/passengers;;;;https://www.openstreetmap.org/edit?node=4853395421;;"{""addr:city"": ""Richmond"", ""addr:housenumber"": ""3211"", ""addr:province"": ""BC"", ""addr:street"": ""Grant McConachie Way"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""contact:facebook"": ""https://www.facebook.com/VancouverInternationalAirport"", ""contact:instagram"": ""https://www.instagram.com/yvrairport/"", ""contact:twitter"": ""https://twitter.com/yvrairport"", ""contact:youtube"": ""https://www.youtube.com/@airportYVR"", ""name:it"": ""Aeroporto Internazionale di Vancouver"", ""website:en"": ""https://www.yvr.ca/en/passengers"", ""website:fr"": ""https://www.yvr.ca/fr/passengers""}";Canada;CA
28.8598504, -100.5163954;Maverick County Memorial International Airport;;;;;;Q650090;;;;;https://www.openstreetmap.org/edit?node=6638638376;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""old_name"": ""Eagle Pass Army Airfield"", ""old_name1"": ""Eagle Pass Air Force Station"", ""old_name2"": ""Laughlin AF Aux #1""}";United States of America;US
